College Name,Genders Accepted,Campus Size,Total Student Enrollments,Total Faculty,Established Year,Rating,University,Courses,Facilities,City,State,Country,College Type,Average Fees
Sree Chaitanya Institute of Technological Sciences,Co-Ed,41 Acres,1141,89,2008,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories",Timmapuram,Telangana,India,Private,154800
Sree Buddha College of Engineering,Co-Ed,,1418,111,2002,,"University of Kerala, Thiruvananthapuram","B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Guest Room",Alappuzha,Kerala,India,Private,221500
SR Institute of Management and Technology,Co-Ed,60 Acres,3220,190,2009,,"Dr APJ Abdul Kalam Technical University, Lucknow","B.Tech Civil Engineering, B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Gym, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories",Lucknow,Uttar Pradesh,India,Private,313846.1538
Sarabhai Institute of Science and Technology,Co-Ed,25 Acres,523,100,2004,,"APJ Abdul Kalam Technological University, Thiruvananthapuram","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Thiruvananthapuram,Kerala,India,Private,250000
QIS Institute of Technology,Co-Ed,,1547,173,2008,,"Jawaharlal Nehru Technological University, Kakinada","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Alumni Associations",Vegamukkapalem,Andhra Pradesh,India,Private,180000
MNR College of Engineering and Technology,Co-Ed,100 Acres,30,36,2008,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Sangareddy,Telangana,India,Private,192000
Malout Institute of Management and Information Technology,Co-Ed,25 Acres,925,17,1998,,"IK Gujral Punjab Technical University, Jalandhar","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Muktsar,Punjab,India,Public/Government,247875
KMEA Engineering College,Co-Ed,25 Acres,1201,110,2002,,"APJ Abdul Kalam Technological University, Thiruvananthapuram","B.Tech Civil Engineering, B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations",Pukkattupady,Kerala,India,Private,275000
Kakatiya Institute of Technology and Science for Women,Female,,1130,92,2009,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Nizamabad,Telangana,India,Private,153000
Jaipur Engineering College,Co-Ed,17 Acres,,131,2000,,"Rajasthan Technical University, Kota","B.Tech Civil Engineering, B.Tech Mechanical Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations, Banks Facilities",Jaipur,Rajasthan,India,Private,222714.2857
Jagruti Institute of Engineering and Technology,Co-Ed,,676,196,2004,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Guest Room, Banks Facilities",Toroor,Telangana,India,Private,126250
Invertis Institute of Engineering and Technology,Co-Ed,,,49,,,"Invertis University, Bareilly","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations",Bareilly,Uttar Pradesh,India,Private,337391.3043
Hi-Tech Institute of Technology,Co-Ed,10 Acres,1038,106,2008,,"Biju Patnaik University of Technology, Rourkela","B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Khurdha,Odisha,India,Private,207700
Eluru College of Engineering and Technology,Co-Ed,14 Acres,1964,122,2008,,"Jawaharlal Nehru Technological University, Kakinada","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Alumni Associations, Guest Room",Eluru,Andhra Pradesh,India,Private,149288.8889
Chhotubhai Gopalbhai Patel Institute of Technology,Co-Ed,,,238,2009,,"UKA Tarsadia University, Bardoli","B.Tech Civil Engineering, B.Tech Mechanical Engineering, B.Tech Chemical Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations",Bardoli,Gujarat,India,Private,288173.913
Chalapathi Institute of Technology,Co-Ed,12 Acres,1455,147,2008,,"Jawaharlal Nehru Technological University, Kakinada","B.Tech Civil Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Convenience Store, Alumni Associations, Guest Room",Mothadaka,Andhra Pradesh,India,Private,123714.2857
Bonam Venkata Chalamayya Engineering College,Co-Ed,,2311,171,1997,3,"Jawaharlal Nehru Technological University, Kakinada","B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations",Odalarevu,Andhra Pradesh,India,Private,154769.2308
Bhaskar Engineering College,Co-Ed,11 Acres,122,45,2007,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Hyderabad,Telangana,India,Private,140000
Bahubali College of Engineering,Co-Ed,,644,57,1997,,"Visvesvaraya Technological University, Belagavi",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Guest Room",Uthenahalli,Karnataka,India,Private,231666.6667
Ashoka Institute of Engineering and Technology,Co-Ed,26 Acres,816,107,2009,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories",Nalgonda,Telangana,India,Private,114708.3333
Alpha College of Engineering and Technology,Co-Ed,10 Acres,523,122,2009,,"Gujarat Technological University, Ahmedabad",,"Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Parking Facility, Banks Facilities",Khatraj,Gujarat,India,Private,170363.6364
Adesh Institute of Engineering and Technology,Co-Ed,39 Acres,673,67,1996,,"IK Gujral Punjab Technical University, Jalandhar","B.Tech Computer Science and Engineering, B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Faridkot,Punjab,India,Private,227666.6667
Aditya College of Engineering,Co-Ed,,1443,94,2009,,"Jawaharlal Nehru Technological University, Anantapur","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Madanapalle,Andhra Pradesh,India,Private,140000
University College of Engineering,Co-Ed,25 Acres,452,47,1996,,"APJ Abdul Kalam Technological University, Thiruvananthapuram",B.Tech Electronics and Communication Engineering,"Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories",Muttom,Kerala,India,Public/Government,145833.3333
Poornima Institute of Engineering and Technology,Co-Ed,,1050,84,2007,,"Rajasthan Technical University, Kota","B.Tech Computer Science and Engineering, B.Tech Civil Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Jaipur,Rajasthan,India,Private,308000
Shri Shankaracharya Institute of Engineering and Technology,Co-Ed,,554,108,2009,,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",,"Boys Hostel, Girls Hostel, Gym, Library, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories",Khapri Alias Pipardih,Chhattisgarh,India,Private,176000
ICFAI University,Co-Ed,30 Acres,192,16,2011,,,"B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Sports, Cafeteria, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Parking Facility",Raipur,Chhattisgarh,India,Private,156153.8462
Shri Ramdeobaba Kamla Nehru Engineering College,Co-Ed,,,297,1984,,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Alumni Associations",Nagpur,Maharashtra,India,Private,367040
SSN Engineering College,Co-Ed,2 Acres,1248,150,2001,,"Jawaharlal Nehru Technological University, Kakinada","B.Tech Civil Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Gym, Library, Sports, Wifi, IT Infrastructure, Transport, Laboratories",Ongole,Andhra Pradesh,India,Private,160000
Government College of Engineering,Co-Ed,10 Acres,1092,43,2013,,"Anna University, Chennai",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Guest Room",Fathimanagar,Tamil Nadu,India,Public/Government,30200
Nehru Institute of Technology,Co-Ed,,644,119,2008,,"Anna University, Chennai",,"Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Coimbatore,Tamil Nadu,India,Private,196769.2308
Women's Institute of Technology,Female,,453,1,2011,,"Uttarakhand Technical University, Dehradun","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Banks Facilities",Sudhowala,Uttarakhand,India,Public/Government,279000
AC Patil College of Engineering,Co-Ed,,,235,,,"University of Mumbai, Mumbai",,"Library, IT Infrastructure, Alumni Associations",Navi Mumbai,Maharashtra,India,Private,265454.5455
Government College of Engineering,Co-Ed,,1028,43,2013,,"Anna University, Chennai",,"Boys Hostel, Girls Hostel, Gym, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Guest Room",Dharmapuri,Tamil Nadu,India,Public/Government,36920
Amity Institute of Biotechnology,Co-Ed,,,109,2001,,"Amity University, Noida",,"Library, IT Infrastructure, Classrooms, Laboratories",Noida,Uttar Pradesh,India,Private,560611.1111
Mysuru Royal Institute of Technology,Co-Ed,,,43,2013,,"Visvesvaraya Technological University, Belagavi",,"Library, Sports, IT Infrastructure, Laboratories",Mandya,Karnataka,India,Private,400000
Prestige Institute of Engineering Management and Research,Co-Ed,,982,114,2008,,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",,"Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Indore,Madhya Pradesh,India,Private,173000
Rama University,Co-Ed,150 Acres,3522,62,2014,,,"B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Alumni Associations, Banks Facilities",Mandhana,Uttar Pradesh,India,Private,541830.1887
Government Polytechnic,Co-Ed,24 Acres,1527,55,1956,,,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Visakhapatnam,Andhra Pradesh,India,Public/Government,9987.5
University Polytechnic,Co-Ed,16 Acres,662,15,2001,,"Birla Institute of Technology, Mesra",,"Boys Hostel, Girls Hostel, Library, Sports, Medical/Hospital, IT Infrastructure, Laboratories",Mesra,Jharkhand,India,Public/Government,212000
Central Institute of Tool Design,Co-Ed,,,5,1968,,"Jawaharlal Nehru Technological University, Hyderabad",,"Boys Hostel, Girls Hostel, Library, Cafeteria, IT Infrastructure, Laboratories, Parking Facility",Hyderabad,Telangana,India,Public/Government,111363.6364
Panimalar Polytechnic College,Co-Ed,,1496,59,1994,,,,"Library, Sports, Cafeteria, IT Infrastructure, Laboratories",Chennai,Tamil Nadu,India,Private,65100
Institute for Design of Electrical Measuring Instruments,Co-Ed,,,22,1969,,,,"Library, IT Infrastructure, Laboratories",Mumbai,Maharashtra,India,Public/Government,114400
Shri Bhagubhai Mafatlal Polytechnic,Co-Ed,,1055,65,1963,,,,"Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Alumni Associations",Mumbai,Maharashtra,India,Private,93097.77778
Instrument Design Development Centre,Co-Ed,320 Acres,,3,1970,,Indian Institute of Technology Delhi,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",New Delhi,Delhi,India,Public/Government,290000
Government Polytechnic,Co-Ed,29 Acres,1721,66,1954,,,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, IT Infrastructure, Laboratories",Hyderabad,Telangana,India,Public/Government,11020
Rajiv Gandhi University of Knowledge Technologies,Co-Ed,272 Acres,3574,250,2008,,,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Convenience Store, Alumni Associations, Banks Facilities",Nirmal,Telangana,India,Public/Government,105000
